topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,sv-SE,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/android/answer/6088915?hl=sv,"Query: Android säkerhetsuppdatering programvarusupport säkert läge fabriksåterställning Xiaomi CIT Sverige (sv-SE/Sweden, 2026-07-15). Official Android uses säkerhetsuppdateringar; Xiaomi guide uses Fabriksåterställning. https://www.android.com/intl/sv_se/safety/security/; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2014/Generic%20User%20Guide%20for%20MIUI%2014%20sv.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,nb-NO,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=no,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,da-DK,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/android/answer/6088915?hl=da,"Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,de-DE,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,unexplained English marketing terminology or invented compounds,https://support.google.com/android/answer/6088915?hl=de,"Query: Deutschland Android Sicherheitsupdate Software-Support abgesicherter Modus Werkseinstellungen Xiaomi CIT (de-DE/Germany, 2026-07-15). Official Google/Motorola/Xiaomi use Android-Sicherheitsupdate, abgesicherter Modus and Werkseinstellungen. https://support.google.com/android/answer/7680439?hl=de; https://de-de.support.motorola.com/app/answers/detail/a_id/159136/; https://www.mi.com/de/support/faq/details/KA-20679/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,fr-FR,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,Canadian-French regional wording or unexplained English head terms,https://support.google.com/android/answer/6088915?hl=fr,"Query: France Android correctif sécurité suivi logiciel mode sans échec réinitialisation usine Xiaomi CIT (fr-FR/France, 2026-07-15). Official Android uses rétablissement de la configuration d'usine; local editorial uses mode sans échec; Xiaomi France exposes mode CIT. https://support.google.com/android/answer/6088915?hl=fr; https://www.mi.com/fr/support/faq/details/KA-94113",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,es-ES,Protección contra Restablecimiento de Fábrica (FRP),Protección contra Restablecimiento de Fábrica (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,Latin American celular/computadora; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=es,"Query: España Android parche de seguridad soporte software modo seguro restablecimiento de fábrica Xiaomi CIT (es-ES/Spain, 2026-07-15). Official Android uses restablecer estado/datos de fábrica; Xataka Android uses modo seguro; Spanish results use soporte and parche de seguridad. https://support.google.com/android/answer/6088915?hl=es; https://www.xatakandroid.com/tutoriales/que-modo-seguro-android-sirve-como-se-activa-como-se-sale",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Factory Reset Protection,Factory Reset Protection (FRP),Informational/problem-solving/commercial: avoid account lock after reset or used-device purchase,it-IT,Factory Reset Protection (FRP),Factory Reset Protection (FRP),retain Factory Reset Protection and FRP; add a natural explanation instead of inventing a localized product name,Spanish/other-market wording; unexplained English head terms,https://support.google.com/android/answer/6088915?hl=it,"Query: Italia Android aggiornamento sicurezza supporto software modalità provvisoria ripristino dati di fabbrica Xiaomi CIT (it-IT/Italy, 2026-07-15). Official Google/Xiaomi/Motorola use ripristino dei dati/impostazioni di fabbrica and modalità provvisoria. https://support.google.com/android/answer/6088915?hl=it; https://www.mi.com/it/support/faq/details/KA-26638/; https://it-it.support.motorola.com/app/answers/detail/a_id/102966/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 5, 6, 130. Potential overlap: no dedicated article; overlaps used-phone and reset intent. Current term is corpus/title evidence, not a search-volume claim."
Valmistajakohtaiset diagnostiikkavalikot,manufacturer diagnostic and service menus,Problem-solving: open brand-specific hardware tests safely,fi-FI,valmistajan diagnostiikkavalikko; Xiaomi CIT -valikko,valmistajan diagnostiikkavalikko; Xiaomi CIT -valikko,"service menu, diagnostic menu, CIT menu, or Samsung diagnostic menu according to manufacturer",untranslated English except protected terms; Swedish/other-market variants,No stable localized official CIT page found in the sampled results; use the verified manufacturer guide/menu wording and keep the diagnostic code exact.,"Query: Android tietoturvapäivitys ohjelmistotuki vikasietotila tehdasasetusten palautus Xiaomi CIT Suomi (fi-FI/Finland, 2026-07-15). Official Android title uses tietoturvapäivitys; Xiaomi guide uses tehdasasetusten palautus. https://support.google.com/android/answer/7680439?hl=fi; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2013/Generic%20User%20Guide%20for%20MIUI%2013%20Finnish.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 112, 113, 153-160. Potential overlap: 112 vs 113 vs 159-160. Current term is corpus/title evidence, not a search-volume claim."
Valmistajakohtaiset diagnostiikkavalikot,manufacturer diagnostic and service menus,Problem-solving: open brand-specific hardware tests safely,sv-SE,diagnostikmeny; Xiaomi CIT-meny,diagnostikmeny; Xiaomi CIT-meny,"service menu, diagnostic menu, CIT menu, or Samsung diagnostic menu according to manufacturer",untranslated English except protected terms; Finland-Swedish administrative wording,No stable localized official CIT page found in the sampled results; use the verified manufacturer guide/menu wording and keep the diagnostic code exact.,"Query: Android säkerhetsuppdatering programvarusupport säkert läge fabriksåterställning Xiaomi CIT Sverige (sv-SE/Sweden, 2026-07-15). Official Android uses säkerhetsuppdateringar; Xiaomi guide uses Fabriksåterställning. https://www.android.com/intl/sv_se/safety/security/; https://alsgp0.fds.api.xiaomi.com/gl123/Generic%20User%20Guide%20for%20MIUI%2014/Generic%20User%20Guide%20for%20MIUI%2014%20sv.pdf",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 112, 113, 153-160. Potential overlap: 112 vs 113 vs 159-160. Current term is corpus/title evidence, not a search-volume claim."
Valmistajakohtaiset diagnostiikkavalikot,manufacturer diagnostic and service menus,Problem-solving: open brand-specific hardware tests safely,nb-NO,diagnosemeny; Xiaomi CIT-meny,diagnosemeny; Xiaomi CIT-meny,"service menu, diagnostic menu, CIT menu, or Samsung diagnostic menu according to manufacturer",Danish or Nynorsk wording; untranslated English except protected terms,No stable localized official CIT page found in the sampled results; use the verified manufacturer guide/menu wording and keep the diagnostic code exact.,"Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 112, 113, 153-160. Potential overlap: 112 vs 113 vs 159-160. Current term is corpus/title evidence, not a search-volume claim."
